"pd","pMean","TMean","N2","pPrime2Mean","kappa","rho","CO2","k","O2","aC3H6OMean","alphat","aC3H6OPrime2Mean","dQ","aC3H6O","p","T","mut","TPrime2Mean","H2O","epsilon","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","UPrime2Mean:0","UPrime2Mean:1","UPrime2Mean:2","UPrime2Mean:3","UPrime2Mean:4","UPrime2Mean:5","flux","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
100005,100000,292.793,0.760377,0.00561333,0.00393056,1.19044,0,11.1115,0.230984,0.00857455,0.00200059,2.56308e-09,0,0.0086386,100000,292.756,0.00200059,0.00091094,0,6616.89,8.37962,0.0189917,0,8.3614,0.0283507,0,0.000831911,4.23041e-05,8.06435e-08,-0.000101612,0,0,0.0949328,1,0.0075,0.05,0.0075,0
100005,100000,294.123,0.762091,0.00561333,0.0035126,1.18362,0,8.31997,0.231506,0.0063757,0.00166355,2.05651e-09,0,0.00640284,100000,294.109,0.00166355,0.000736675,0,4439.01,6.87273,-0.0609418,0,6.88037,-0.0547881,0,0.000787337,4.03667e-05,7.69502e-08,-7.45168e-05,0,0,0.057622,1,0.00825,0.05,0.00825,0
100004,100000,295.282,0.763621,0.00561333,0.00309556,1.17758,0,5.72398,0.231972,0.00446097,0.00128514,2.24031e-09,0,0.00440665,100000,295.322,0.00128514,0.000904121,0,2710.53,5.5623,-0.138739,0,5.62326,-0.13705,0,0.00125749,3.59428e-05,6.85169e-08,-5.09277e-05,0,0,0.0297396,1,0.009,0.05,0.009,0
100004,100000,296.266,0.764949,0.00561333,0.00267004,1.17236,0,3.52627,0.232376,0.00283987,0.000906221,4.88047e-09,0,0.00267525,100000,296.377,0.000906221,0.00213372,0,1454.84,4.45053,-0.212374,0,4.58147,-0.213023,0,0.00288101,3.43159e-05,6.54156e-08,-7.18783e-06,0,0,0.0113711,1,0.00975,0.05,0.00975,0
100004,100000,297.05,0.765987,0.00561333,0.00217064,1.1683,0,1.88914,0.232691,0.00155037,0.000583814,8.78232e-09,0,0.00132216,100000,297.204,0.000583814,0.00378933,0,651.507,3.60349,-0.277338,0,3.77079,-0.277372,0,0.00456948,3.98999e-05,7.60604e-08,0.000141172,0,0,0.00575687,1,0.0105,0.05,0.0105,0
100004,100000,297.605,0.766632,0.00561333,0.00149771,1.16579,0,0.848332,0.232888,0.000640501,0.00037243,9.65285e-09,0,0.000479539,100000,297.717,0.00037243,0.00391371,0,212.068,3.09646,-0.318475,0,3.2132,-0.321159,0,0.00409675,4.98053e-05,9.49427e-08,0.000254538,0,0,0.000813195,1,0.01125,0.05,0.01125,0
100004,100000,297.878,0.766888,0.00561333,0.000777371,1.16481,0,0.340926,0.232966,0.000195805,0.000280453,5.46561e-09,0,0.000145681,100000,297.917,0.000280453,0.0021133,0,51.5585,2.914,-0.325066,0,2.95255,-0.332119,0,0.00191877,4.07888e-05,7.77549e-08,0.000115325,0,0,0.000244177,1,0.012,0.05,0.012,0
100004,100000,297.971,0.766971,0.00561333,0.000332473,1.1645,0,0.118637,0.232991,4.56951e-05,0.000222968,1.51467e-09,0,3.83696e-05,100000,297.979,0.000222968,0.000582128,0,8.49219,2.86733,-0.314135,0,2.87266,-0.322062,0,0.000460192,3.56455e-05,6.79502e-08,-3.53303e-06,0,0,7.04124e-05,1,0.01275,0.05,0.01275,0
100004,100000,297.993,0.766992,0.00561333,0.000145394,1.16443,0,0.0466606,0.232998,1.1593e-05,0.000237797,2.42907e-10,0,9.70527e-06,100000,297.995,0.000237797,9.57073e-05,0,1.32611,2.86271,-0.298034,0,2.86064,-0.305597,0,7.2922e-05,3.58797e-05,6.83966e-08,-1.60312e-05,0,0,2.04186e-05,1,0.0135,0.05,0.0135,0
100004,100000,297.997,0.766998,0.00561333,6.66203e-05,1.16441,0,0.0317091,0.232999,4.19831e-06,0.000406506,4.24161e-11,0,2.81547e-06,100000,297.999,0.000406506,1.7106e-05,0,0.348736,2.86641,-0.282122,0,2.86228,-0.289297,0,2.40149e-05,3.32245e-05,6.33352e-08,-7.3009e-06,0,0,7.25799e-06,1,0.01425,0.05,0.01425,0
100004,100000,297.999,0.766999,0.00561333,3.3554e-05,1.1644,0,0.029086,0.233,2.05299e-06,0.000698982,1.09784e-11,0,1.13063e-06,100000,297.999,0.000698982,4.49567e-06,0,0.151266,2.87046,-0.267633,0,2.86565,-0.2743,0,1.73751e-05,2.89415e-05,5.51705e-08,-2.63223e-06,0,0,3.32921e-06,1,0.015,0.05,0.015,0
100004,100000,297.999,0.767,0.00561333,2.02677e-05,1.1644,0,0.0279692,0.233,1.18968e-06,0.00104423,3.74419e-12,0,5.89181e-07,100000,298,0.00104423,1.57099e-06,0,0.0866736,2.874,-0.254417,0,2.86911,-0.260574,0,1.47023e-05,2.46684e-05,4.70247e-08,-6.49186e-07,0,0,1.78381e-06,1,0.01575,0.05,0.01575,0
100004,100000,298,0.767,0.00561333,1.41313e-05,1.1644,0,0.0269882,0.233,7.53161e-07,0.00139403,1.46675e-12,0,3.52912e-07,100000,298,0.00139403,6.47174e-07,0,0.0580341,2.87723,-0.242266,0,2.87253,-0.247973,0,1.26124e-05,2.08833e-05,3.98094e-08,1.91035e-07,0,0,1.04373e-06,1,0.0165,0.05,0.0165,0
100004,100000,298,0.767,0.00561333,1.07731e-05,1.1644,0,0.0259975,0.233,5.00633e-07,0.00172632,6.10282e-13,0,2.28875e-07,100000,298,0.00172632,2.984e-07,0,0.0424991,2.88033,-0.231042,0,2.87591,-0.23635,0,1.08082e-05,1.76633e-05,3.36712e-08,5.09261e-07,0,0,6.45555e-07,1,0.01725,0.05,0.01725,0
100004,100000,298,0.767,0.00561333,8.6761e-06,1.1644,0,0.0249888,0.233,3.42318e-07,0.00203482,2.58838e-13,0,1.56252e-07,100000,298,0.00203482,1.54502e-07,0,0.0328166,2.88336,-0.220614,0,2.87926,-0.225569,0,9.24903e-06,1.49661e-05,2.85295e-08,5.74594e-07,0,0,4.15766e-07,1,0.018,0.05,0.018,0
100004,100000,298,0.767,0.00561333,7.28037e-06,1.1644,0,0.0239728,0.233,2.42257e-07,0.0023175,1.19323e-13,0,1.12586e-07,100000,298,0.0023175,9.7817e-08,0,0.0263917,2.88637,-0.210963,0,2.88257,-0.215603,0,7.93885e-06,1.27579e-05,2.432e-08,5.15663e-07,0,0,4.15766e-07,1,0.01875,0.05,0.01875,0
100005,100000,298,0.767,0.00561333,6.2881e-06,1.1644,0,0.0229711,0.233,1.78062e-07,0.00257667,6.09686e-14,0,8.52199e-08,100000,298,0.00257667,7.3518e-08,0,0.0218704,2.88935,-0.20208,0,2.88581,-0.20644,0,6.87276e-06,1.09783e-05,2.09277e-08,4.23345e-07,0,0,2.76671e-07,1,0.0195,0.05,0.0195,0
100005,100000,298,0.767,0.00561333,5.48451e-06,1.1644,0,0.0219917,0.233,1.30636e-07,0.00282256,2.91861e-14,0,6.50736e-08,100000,298,0.00282256,5.99482e-08,0,0.0182537,2.89228,-0.193702,0,2.889,-0.197802,0,5.95651e-06,9.45193e-06,1.8018e-08,3.33492e-07,0,0,1.89096e-07,1,0.02025,0.05,0.02025,0
100005,100000,298,0.767,0.00561333,4.8205e-06,1.1644,0,0.0210356,0.233,9.55221e-08,0.00305796,1.33299e-14,0,5.01014e-08,100000,298,0.00305796,5.29603e-08,0,0.0153112,2.89518,-0.185753,0,2.89212,-0.189612,0,5.16324e-06,8.13146e-06,1.55008e-08,2.51651e-07,0,0,1.31863e-07,1,0.021,0.05,0.021,0
100005,100000,298,0.767,0.00561333,4.31052e-06,1.1644,0,0.0201307,0.233,7.32043e-08,0.00328088,7.51781e-15,0,4.02641e-08,100000,298,0.00328088,5.11188e-08,0,0.0131249,2.89799,-0.178444,0,2.89513,-0.182087,0,4.533e-06,7.08447e-06,1.3505e-08,1.92882e-07,0,0,1.31863e-07,1,0.02175,0.05,0.02175,0
100005,100000,298,0.767,0.00561333,3.86731e-06,1.1644,0,0.0192649,0.233,5.57828e-08,0.00349874,3.88682e-15,0,3.23509e-08,100000,298,0.00349874,4.98774e-08,0,0.0112686,2.90073,-0.171502,0,2.89805,-0.174943,0,3.98217e-06,6.17313e-06,1.17677e-08,1.47293e-07,0,0,9.30993e-08,1,0.0225,0.05,0.0225,0
100005,100000,298,0.767,0.00561333,3.4742e-06,1.1644,0,0.0184284,0.233,4.2036e-08,0.0037128,1.89278e-15,0,2.58818e-08,100000,298,0.0037128,4.90864e-08,0,0.00965975,2.90341,-0.164834,0,2.9009,-0.168083,0,3.49096e-06,5.3636e-06,1.02245e-08,1.11594e-07,0,0,9.30993e-08,1,0.02325,0.05,0.02325,0
100005,100000,298,0.767,0.00561333,3.16298e-06,1.1644,0,0.0176645,0.233,3.33546e-08,0.00392191,1.16197e-15,0,2.14405e-08,100000,298,0.00392191,4.87571e-08,0,0.00845164,2.90596,-0.158727,0,2.90357,-0.161807,0,3.10339e-06,4.73322e-06,9.02284e-09,9.16883e-08,0,0,6.60314e-08,1,0.024,0.05,0.024,0
100005,100000,298,0.767,0.00561333,2.87189e-06,1.1644,0,0.016924,0.233,2.57222e-08,0.00413014,5.97672e-16,0,1.74405e-08,100000,298,0.00413014,4.8656e-08,0,0.00733968,2.90845,-0.152783,0,2.90619,-0.155699,0,2.74195e-06,4.14796e-06,7.90717e-09,7.5075e-08,0,0,4.67199e-08,1,0.02475,0.05,0.02475,0
100005,100000,298,0.767,0.00561333,2.62812e-06,1.1644,0,0.0162409,0.233,2.0473e-08,0.00433643,3.63572e-16,0,1.44541e-08,100000,298,0.00433643,4.91407e-08,0,0.00645284,2.91081,-0.147231,0,2.90866,-0.149996,0,2.44224e-06,3.66923e-06,6.99457e-09,6.59536e-08,0,0,4.67199e-08,1,0.0255,0.05,0.0255,0
100005,100000,298,0.767,0.00561333,2.4079e-06,1.1644,0,0.0155939,0.233,1.61643e-08,0.00454204,2.0164e-16,0,1.1908e-08,100000,298,0.00454204,4.93079e-08,0,0.00567304,2.91308,-0.141906,0,2.91104,-0.144529,0,2.17358e-06,3.2433e-06,6.18263e-09,5.95455e-08,0,0,3.27988e-08,1,0.02625,0.05,0.02625,0
100005,100000,298,0.767,0.00561333,2.21433e-06,1.1644,0,0.0149878,0.233,1.29195e-08,0.00474686,1.21337e-16,0,9.85976e-09,100000,298,0.00474686,4.91161e-08,0,0.00501433,2.91526,-0.136838,0,2.91331,-0.13933,0,1.94003e-06,2.87709e-06,5.48453e-09,5.62067e-08,0,0,3.27988e-08,1,0.027,0.05,0.027,0
100005,100000,298,0.767,0.00561333,2.04356e-06,1.1644,0,0.0144238,0.233,1.0384e-08,0.00495068,7.11744e-17,0,8.18487e-09,100000,298,0.00495068,4.87089e-08,0,0.00445325,2.91733,-0.132025,0,2.91546,-0.134394,0,1.73644e-06,2.56067e-06,4.88134e-09,5.46019e-08,0,0,2.27642e-08,1,0.02775,0.05,0.02775,0
100005,100000,298,0.767,0.00561333,1.88988e-06,1.1644,0,0.0138913,0.233,8.37992e-09,0.00515374,4.35882e-17,0,6.78963e-09,100000,298,0.00515374,4.81403e-08,0,0.00396528,2.91932,-0.127401,0,2.91752,-0.129655,0,1.55529e-06,2.28154e-06,4.34924e-09,5.4296e-08,0,0,2.27642e-08,1,0.0285,0.05,0.0285,0
100005,100000,298,0.767,0.00561333,1.75438e-06,1.1644,0,0.0133976,0.233,6.81059e-09,0.00535477,2.6251e-17,0,5.65333e-09,100000,298,0.00535477,4.80043e-08,0,0.00354969,2.9212,-0.123007,0,2.91947,-0.125153,0,1.39766e-06,2.04042e-06,3.88961e-09,5.48078e-08,0,0,1.55901e-08,1,0.02925,0.05,0.02925,0
100005,100000,298,0.767,0.00561333,1.63278e-06,1.1644,0,0.0129335,0.233,5.5741e-09,0.00555427,1.67596e-17,0,4.71524e-09,100000,298,0.00555427,4.81994e-08,0,0.00318949,2.923,-0.118788,0,2.92133,-0.120834,0,1.25805e-06,1.82841e-06,3.48546e-09,5.59453e-08,0,0,1.55901e-08,1,0.03,0.05,0.03,0
100005,100000,298,0.767,0.00561333,1.52276e-06,1.1644,0,0.0124973,0.233,4.54967e-09,0.0057507,1.005e-17,0,3.9192e-09,100000,298,0.0057507,4.81101e-08,0,0.00287192,2.92472,-0.114735,0,2.92311,-0.116686,0,1.13309e-06,1.63942e-06,3.1252e-09,5.73313e-08,0,0,1.05293e-08,1,0.03075,0.05,0.03075,0
100005,100000,298,0.767,0.00561333,1.42708e-06,1.1644,0,0.0120955,0.233,3.78747e-09,0.00594334,6.78022e-18,0,3.29879e-09,100000,298,0.00594334,4.76691e-08,0,0.00260704,2.92634,-0.110887,0,2.92478,-0.11275,0,1.02628e-06,1.47891e-06,2.8192e-09,5.90244e-08,0,0,1.05293e-08,1,0.0315,0.05,0.0315,0
100005,100000,298,0.767,0.00561333,1.33573e-06,1.1644,0,0.0117052,0.233,3.08597e-09,0.0061336,3.95487e-18,0,2.72346e-09,100000,298,0.0061336,4.73658e-08,0,0.00235685,2.92792,-0.107109,0,2.92641,-0.108886,0,9.24806e-07,1.32654e-06,2.52876e-09,6.07309e-08,0,0,7.0161e-09,1,0.03225,0.05,0.03225,0
100005,100000,298,0.767,0.00561333,1.26099e-06,1.1644,0,0.0113591,0.233,2.61639e-09,0.00631476,2.82772e-18,0,2.32032e-09,100000,298,0.00631476,4.75887e-08,0,0.00216279,2.92937,-0.103598,0,2.92791,-0.105298,0,8.43746e-07,1.20534e-06,2.29772e-09,6.24883e-08,0,0,7.0161e-09,1,0.033,0.05,0.033,0
100005,100000,298,0.767,0.00561333,1.18625e-06,1.1644,0,0.011013,0.233,2.1468e-09,0.00649591,1.70056e-18,0,1.91717e-09,100000,298,0.00649591,4.78116e-08,0,0.00196872,2.93083,-0.100087,0,2.92941,-0.101711,0,7.62686e-07,1.08414e-06,2.06667e-09,6.42458e-08,0,0,7.0161e-09,1,0.03375,0.05,0.03375,0
100005,100000,298,0.767,0.00561333,1.12572e-06,1.1644,0,0.0107083,0.233,1.82876e-09,0.00666259,1.19444e-18,0,1.6364e-09,100000,298,0.00666259,4.83004e-08,0,0.00181869,2.93215,-0.0968341,0,2.93077,-0.0983905,0,6.98503e-07,9.88053e-07,1.8835e-09,6.58282e-08,0,0,4.61732e-09,1,0.0345,0.05,0.0345,0
100005,100000,298,0.767,0.00561333,1.06789e-06,1.1644,0,0.0104114,0.233,1.53947e-09,0.00682652,8.06192e-19,0,1.37885e-09,100000,298,0.00682652,4.88397e-08,0,0.00167702,2.93345,-0.0936305,0,2.93211,-0.0951206,0,6.37522e-07,8.9673e-07,1.70942e-09,6.73774e-08,0,0,4.61732e-09,1,0.03525,0.05,0.03525,0
100005,100000,298,0.767,0.00561333,1.01468e-06,1.1644,0,0.0101292,0.233,1.28785e-09,0.00698241,5.04396e-19,0,1.15368e-09,100000,298,0.00698241,4.90831e-08,0,0.00154846,2.93471,-0.0905216,0,2.9334,-0.0919484,0,5.81805e-07,8.13071e-07,1.54994e-09,6.8804e-08,0,0,3.00479e-09,1,0.036,0.05,0.036,0
100005,100000,298,0.767,0.00561333,9.70491e-07,1.1644,0,0.00987531,0.233,1.10963e-09,0.00712263,3.7115e-19,0,9.9162e-10,100000,298,0.00712263,4.87498e-08,0,0.00144545,2.93588,-0.0875973,0,2.9346,-0.0889666,0,5.36349e-07,7.44353e-07,1.41894e-09,6.9992e-08,0,0,3.00479e-09,1,0.03675,0.05,0.03675,0
100005,100000,298,0.767,0.00561333,9.26303e-07,1.1644,0,0.00962148,0.233,9.31413e-10,0.00726285,2.37904e-19,0,8.29565e-10,100000,298,0.00726285,4.84164e-08,0,0.00134244,2.93705,-0.084673,0,2.9358,-0.0859849,0,4.90893e-07,6.75636e-07,1.28795e-09,7.11799e-08,0,0,3.00479e-09,1,0.0375,0.05,0.0375,0
100005,100000,298,0.767,0.00561333,8.89786e-07,1.1644,0,0.00939364,0.233,8.00804e-10,0.00738189,1.65832e-19,0,7.10191e-10,100000,298,0.00738189,4.81639e-08,0,0.00125927,2.93814,-0.0819249,0,2.93691,-0.0831845,0,4.53716e-07,6.18769e-07,1.17955e-09,7.20607e-08,0,0,1.93553e-09,1,0.03825,0.05,0.03825,0
100005,100000,298,0.767,0.00561333,8.56629e-07,1.1644,0,0.00917719,0.233,6.91046e-10,0.00749165,1.20551e-19,0,6.09508e-10,100000,298,0.00749165,4.79468e-08,0,0.00118479,2.9392,-0.079254,0,2.938,-0.0804636,0,4.20166e-07,5.67092e-07,1.08104e-09,7.28071e-08,0,0,1.93553e-09,1,0.039,0.05,0.039,0
100005,100000,298,0.767,0.00561333,8.23471e-07,1.1644,0,0.00896075,0.233,5.81289e-10,0.00760141,7.52704e-20,0,5.08825e-10,100000,298,0.00760141,4.77297e-08,0,0.00111031,2.94025,-0.0765831,0,2.93908,-0.0777427,0,3.86615e-07,5.15416e-07,9.82526e-10,7.35535e-08,0,0,1.93553e-09,1,0.03975,0.05,0.03975,0
100005,100000,298,0.767,0.00561333,7.98423e-07,1.1644,0,0.00877346,0.233,5.09649e-10,0.00767784,5.72858e-20,0,4.43077e-10,100000,298,0.00767784,4.7632e-08,0,0.00105487,2.94122,-0.074119,0,2.94007,-0.0752345,0,3.61232e-07,4.7529e-07,9.06035e-10,7.38719e-08,0,0,1.23443e-09,1,0.0405,0.05,0.0405,0
100005,100000,298,0.767,0.00561333,7.74259e-07,1.1644,0,0.00858936,0.233,4.42169e-10,0.00775063,4.22796e-20,0,3.81141e-10,100000,298,0.00775063,4.75474e-08,0,0.00100152,2.94218,-0.0716775,0,2.94105,-0.0727494,0,3.36739e-07,4.36425e-07,8.31947e-10,7.41437e-08,0,0,1.23443e-09,1,0.04125,0.05,0.04125,0
100005,100000,298,0.767,0.00561333,7.50096e-07,1.1644,0,0.00840526,0.233,3.7469e-10,0.00782342,2.72736e-20,0,3.19205e-10,100000,298,0.00782342,4.74628e-08,0,0.000948164,2.94315,-0.069236,0,2.94204,-0.0702643,0,3.12247e-07,3.97559e-07,7.57859e-10,7.44154e-08,0,0,1.23443e-09,1,0.042,0.05,0.042,0
100005,100000,298,0.767,0.00561333,7.33035e-07,1.1644,0,0.00824765,0.233,3.32055e-10,0.00785555,2.21114e-20,0,2.80161e-10,100000,298,0.00785555,4.75827e-08,0,0.000909832,2.94403,-0.0669914,0,2.94295,-0.0679814,0,2.94246e-07,3.6782e-07,7.01167e-10,7.42368e-08,0,0,7.78784e-10,1,0.04275,0.05,0.04275,0
100005,100000,298,0.767,0.00561333,7.16355e-07,1.1644,0,0.00809147,0.233,2.90754e-10,0.0078855,1.74775e-20,0,2.42345e-10,100000,298,0.0078855,4.77135e-08,0,0.000872307,2.94492,-0.0647574,0,2.94385,-0.0657093,0,2.76595e-07,3.3857e-07,6.45409e-10,7.4034e-08,0,0,7.78784e-10,1,0.0435,0.05,0.0435,0
100005,100000,298,0.767,0.00561333,6.99675e-07,1.1644,0,0.00793529,0.233,2.49452e-10,0.00791545,1.28436e-20,0,2.04528e-10,100000,298,0.00791545,4.78444e-08,0,0.000834781,2.9458,-0.0625234,0,2.94476,-0.0634372,0,2.58943e-07,3.0932e-07,5.8965e-10,7.38312e-08,0,0,7.78784e-10,1,0.04425,0.05,0.04425,0
100005,100000,298,0.767,0.00561333,6.88374e-07,1.1644,0,0.00779907,0.233,2.21619e-10,0.00790578,1.1143e-20,0,1.79031e-10,100000,298,0.00790578,4.79276e-08,0,0.000807331,2.94664,-0.0604449,0,2.94561,-0.0613244,0,2.45541e-07,2.86047e-07,5.45284e-10,7.32548e-08,0,0,4.84781e-10,1,0.045,0.05,0.045,0
100005,100000,298,0.767,0.00561333,6.78185e-07,1.1644,0,0.00766698,0.233,1.96569e-10,0.00788793,1.00486e-20,0,1.5608e-10,100000,298,0.00788793,4.80009e-08,0,0.000781963,2.94746,-0.0583986,0,2.94645,-0.0592445,0,2.33017e-07,2.64008e-07,5.03273e-10,7.26013e-08,0,0,4.84781e-10,1,0.04575,0.05,0.04575,0
100005,100000,298,0.767,0.00561333,6.67996e-07,1.1644,0,0.00753488,0.233,1.71519e-10,0.00787007,8.95416e-21,0,1.33128e-10,100000,298,0.00787007,4.80742e-08,0,0.000756594,2.94828,-0.0563522,0,2.94728,-0.0571647,0,2.20493e-07,2.4197e-07,4.61262e-10,7.19478e-08,0,0,4.84781e-10,1,0.0465,0.05,0.0465,0
100005,100000,298,0.767,0.00561333,6.61034e-07,1.1644,0,0.00741382,0.233,1.51833e-10,0.00782466,8.50891e-21,0,1.15012e-10,100000,298,0.00782466,4.81261e-08,0,0.000736441,2.94908,-0.0543963,0,2.9481,-0.0551772,0,2.09995e-07,2.22807e-07,4.24733e-10,7.10757e-08,0,0,2.96337e-10,1,0.04725,0.05,0.04725,0
100005,100000,298,0.767,0.00561333,6.56921e-07,1.1644,0,0.0073025,0.233,1.36881e-10,0.00775492,8.6368e-21,0,1.01166e-10,100000,298,0.00775492,4.81592e-08,0,0.000720892,2.94985,-0.0525201,0,2.94888,-0.0532712,0,2.01284e-07,2.06184e-07,3.93044e-10,7.00107e-08,0,0,2.96337e-10,1,0.048,0.05,0.048,0
100005,100000,298,0.767,0.00561333,6.52809e-07,1.1644,0,0.00719118,0.233,1.21929e-10,0.00768518,8.7647e-21,0,8.732e-11,100000,298,0.00768518,4.81924e-08,0,0.000705343,2.95062,-0.0506439,0,2.94967,-0.0513653,0,1.92574e-07,1.89561e-07,3.61355e-10,6.89456e-08,0,0,2.96337e-10,1,0.04875,0.05,0.04875,0
100005,100000,298,0.767,0.00561333,6.48993e-07,1.1644,0,0.00708069,0.233,1.07265e-10,0.00761289,8.91368e-21,0,7.37302e-11,100000,298,0.00761289,4.82236e-08,0,0.000690197,2.95139,-0.0487749,0,2.95045,-0.0494666,0,1.83992e-07,1.73125e-07,3.30025e-10,6.78638e-08,0,0,1.76532e-10,1,0.0495,0.05,0.0495,0
100005,100000,298,0.767,0.00561333,6.51324e-07,1.1644,0,0.00698725,0.233,9.85663e-11,0.007488,9.49917e-21,0,6.54463e-11,100000,298,0.007488,4.82147e-08,0,0.000683378,2.95212,-0.0470525,0,2.95119,-0.0477176,0,1.78084e-07,1.60576e-07,3.06103e-10,6.64364e-08,0,0,1.76532e-10,1,0.05025,0.05,0.05025,0
100005,100000,298,0.767,0.00561333,6.53656e-07,1.1644,0,0.0068938,0.233,8.9868e-11,0.0073631,1.00847e-20,0,5.71624e-11,100000,298,0.0073631,4.82058e-08,0,0.000676558,2.95285,-0.0453301,0,2.95193,-0.0459685,0,1.72176e-07,1.48027e-07,2.82181e-10,6.5009e-08,0,0,1.76532e-10,1,0.051,0.05,0.051,0
100005,100000,298,0.767,0.00561333,6.55987e-07,1.1644,0,0.00680036,0.233,8.11697e-11,0.00723821,1.06701e-20,0,4.88785e-11,100000,298,0.00723821,4.8197e-08,0,0.000669739,2.95357,-0.0436077,0,2.95267,-0.0442195,0,1.66267e-07,1.35478e-07,2.58259e-10,6.35816e-08,0,0,1.76532e-10,1,0.05175,0.05,0.05175,0
100005,100000,298,0.767,0.00561333,6.61274e-07,1.1644,0,0.00671249,0.233,7.38632e-11,0.00709254,1.13371e-20,0,4.18271e-11,100000,298,0.00709254,4.82033e-08,0,0.000666245,2.95429,-0.0419371,0,2.95339,-0.0425232,0,1.61097e-07,1.24056e-07,2.36484e-10,6.20457e-08,0,0,1.01282e-10,1,0.0525,0.05,0.0525,0
100005,100000,298,0.767,0.00561333,6.71747e-07,1.1644,0,0.00663438,0.233,6.89984e-11,0.00691044,1.21471e-20,0,3.69379e-11,100000,298,0.00691044,4.82361e-08,0,0.000668583,2.95497,-0.0403576,0,2.95409,-0.0409195,0,1.57223e-07,1.14609e-07,2.18477e-10,6.03195e-08,0,0,1.01282e-10,1,0.05325,0.05,0.05325,0
